0.01456,0.0097961,0.0097961,0.016186,0.016186,0.012951,0.017829,0.011363,0.012951,0.01456,0.01456,0.0097961,0.017829,0.012951,0.012951,0.019487,0.011363,0.012951,0.017829,0.01456,0.016186,0.016186,0.011363,0.0067408
0.011363,0.019487,0.01456,0.01456,0.019487,0.012951,0.021159,0.011363,0.012951,0.012951,0.0097961,0.012951,0.01456,0.012951,0.012951,0.016186,0.0052608,0.0097961,0.0067408,0.011363,0.012951,0.016186,0.011363,0.011363
0.016186,0.01456,0.0097961,0.01456,0.016186,0.012951,0.01456,0.019487,0.01456,0.01456,0.016186,0.012951,0.01456,0.019487,0.012951,0.01456,0.012951,0.021159,0.012951,0.019487,0.01456,0.017829,0.011363,0.017829
0.0082543,0.0082543,0.011363,0.019487,0.01456,0.0067408,0.016186,0.016186,0.0097961,0.0097961,0.01456,0.016186,0.019487,0.0067408,0.012951,0.017829,0.016186,0.01456,0.016186,0.0097961,0.0097961,0.011363,0.012951,0.01456
0.0082543,0.011363,0.016186,0.021159,0.011363,0.0067408,0.01456,0.01456,0.01456,0.012951,0.01456,0.012951,0.016186,0.016186,0.012951,0.0097961,0.01456,0.0097961,0.011363,0.0082543,0.0082543,0.017829,0.012951,0.019487
0.0097961,0.012951,0.0097961,0.011363,0.016186,0.012951,0.016186,0.01456,0.0082543,0.01456,0.012951,0.0097961,0.012951,0.0052608,0.016186,0.0097961,0.016186,0.016186,0.012951,0.0097961,0.011363,0.0097961,0.011363,0.0052608
0.016186,0.011363,0.01456,0.01456,0.012951,0.016186,0.011363,0.012951,0.012951,0.017829,0.01456,0.016186,0.01456,0.011363,0.011363,0.016186,0.0097961,0.011363,0.017829,0.011363,0.021159,0.016186,0.01456,0.012951
0.01456,0.0097961,0.012951,0.01456,0.01456,0.016186,0.011363,0.0067408,0.012951,0.019487,0.01456,0.019487,0.01456,0.011363,0.0082543,0.012951,0.011363,0.016186,0.019487,0.017829,0.01456,0.012951,0.016186,0.021159
0.012951,0.012951,0.0082543,0.012951,0.016186,0.0097961,0.016186,0.0067408,0.011363,0.01456,0.0097961,0.016186,0.012951,0.0067408,0.0097961,0.0038215,0.0052608,0.01456,0.012951,0.011363,0.012951,0.0097961,0.012951,0.011363
0.0097961,0.012951,0.019487,0.021159,0.017829,0.012951,0.016186,0.016186,0.01456,0.016186,0.016186,0.012951,0.012951,0.011363,0.0082543,0.01456,0.011363,0.016186,0.011363,0.016186,0.017829,0.011363,0.016186,0.016186
