0.60438,0.29614,0.29614,0.7313,0.7313,0.48954,0.8703,0.3868,0.48954,0.60438,0.60438,0.29614,0.8703,0.48954,0.48954,1,0.3868,0.48954,0.8703,0.60438,0.7313,0.7313,0.3868,0.15109
0.3868,1,0.60438,0.60438,1,0.48954,1,0.3868,0.48954,0.48954,0.29614,0.48954,0.60438,0.48954,0.48954,0.7313,0.0967,0.29614,0.15109,0.3868,0.48954,0.7313,0.3868,0.3868
0.7313,0.60438,0.29614,0.60438,0.7313,0.48954,0.60438,1,0.60438,0.60438,0.7313,0.48954,0.60438,1,0.48954,0.60438,0.48954,1,0.48954,1,0.60438,0.8703,0.3868,0.8703
0.21758,0.21758,0.3868,1,0.60438,0.15109,0.7313,0.7313,0.29614,0.29614,0.60438,0.7313,1,0.15109,0.48954,0.8703,0.7313,0.60438,0.7313,0.29614,0.29614,0.3868,0.48954,0.60438
0.21758,0.3868,0.7313,1,0.3868,0.15109,0.60438,0.60438,0.60438,0.48954,0.60438,0.48954,0.7313,0.7313,0.48954,0.29614,0.60438,0.29614,0.3868,0.21758,0.21758,0.8703,0.48954,1
0.29614,0.48954,0.29614,0.3868,0.7313,0.48954,0.7313,0.60438,0.21758,0.60438,0.48954,0.29614,0.48954,0.0967,0.7313,0.29614,0.7313,0.7313,0.48954,0.29614,0.3868,0.29614,0.3868,0.0967
0.7313,0.3868,0.60438,0.60438,0.48954,0.7313,0.3868,0.48954,0.48954,0.8703,0.60438,0.7313,0.60438,0.3868,0.3868,0.7313,0.29614,0.3868,0.8703,0.3868,1,0.7313,0.60438,0.48954
0.60438,0.29614,0.48954,0.60438,0.60438,0.7313,0.3868,0.15109,0.48954,1,0.60438,1,0.60438,0.3868,0.21758,0.48954,0.3868,0.7313,1,0.8703,0.60438,0.48954,0.7313,1
0.48954,0.48954,0.21758,0.48954,0.7313,0.29614,0.7313,0.15109,0.3868,0.60438,0.29614,0.7313,0.48954,0.15109,0.29614,0.054394,0.0967,0.60438,0.48954,0.3868,0.48954,0.29614,0.48954,0.3868
0.29614,0.48954,1,1,0.8703,0.48954,0.7313,0.7313,0.60438,0.7313,0.7313,0.48954,0.48954,0.3868,0.21758,0.60438,0.3868,0.7313,0.3868,0.7313,0.8703,0.3868,0.7313,0.7313
