0.39211,0.065903,0.065903,0.6315,0.6315,0.23154,0.97571,0.12849,0.23154,0.39211,0.39211,0.065903,0.97571,0.23154,0.23154,1,0.12849,0.23154,0.97571,0.39211,0.6315,0.6315,0.12849,0.012254
0.12849,1,0.39211,0.39211,1,0.23154,1,0.12849,0.23154,0.23154,0.065903,0.23154,0.39211,0.23154,0.23154,0.6315,0.0040152,0.065903,0.012254,0.12849,0.23154,0.6315,0.12849,0.12849
0.6315,0.39211,0.065903,0.39211,0.6315,0.23154,0.39211,1,0.39211,0.39211,0.6315,0.23154,0.39211,1,0.23154,0.39211,0.23154,1,0.23154,1,0.39211,0.97571,0.12849,0.97571
0.030491,0.030491,0.12849,1,0.39211,0.012254,0.6315,0.6315,0.065903,0.065903,0.39211,0.6315,1,0.012254,0.23154,0.97571,0.6315,0.39211,0.6315,0.065903,0.065903,0.12849,0.23154,0.39211
0.030491,0.12849,0.6315,1,0.12849,0.012254,0.39211,0.39211,0.39211,0.23154,0.39211,0.23154,0.6315,0.6315,0.23154,0.065903,0.39211,0.065903,0.12849,0.030491,0.030491,0.97571,0.23154,1
0.065903,0.23154,0.065903,0.12849,0.6315,0.23154,0.6315,0.39211,0.030491,0.39211,0.23154,0.065903,0.23154,0.0040152,0.6315,0.065903,0.6315,0.6315,0.23154,0.065903,0.12849,0.065903,0.12849,0.0040152
0.6315,0.12849,0.39211,0.39211,0.23154,0.6315,0.12849,0.23154,0.23154,0.97571,0.39211,0.6315,0.39211,0.12849,0.12849,0.6315,0.065903,0.12849,0.97571,0.12849,1,0.6315,0.39211,0.23154
0.39211,0.065903,0.23154,0.39211,0.39211,0.6315,0.12849,0.012254,0.23154,1,0.39211,1,0.39211,0.12849,0.030491,0.23154,0.12849,0.6315,1,0.97571,0.39211,0.23154,0.6315,1
0.23154,0.23154,0.030491,0.23154,0.6315,0.065903,0.6315,0.012254,0.12849,0.39211,0.065903,0.6315,0.23154,0.012254,0.065903,0.00095265,0.0040152,0.39211,0.23154,0.12849,0.23154,0.065903,0.23154,0.12849
0.065903,0.23154,1,1,0.97571,0.23154,0.6315,0.6315,0.39211,0.6315,0.6315,0.23154,0.23154,0.12849,0.030491,0.39211,0.12849,0.6315,0.12849,0.6315,0.97571,0.12849,0.6315,0.6315
